task_id,task_description,category,priority,status,created_date,due_date,estimated_hours,story_points,assignee_id,assignee_experience_years,assignee_open_tasks,days_to_deadline
TASK-12227,Add bulk export to CSV from the search API,Feature,High,In Progress,2026-07-03,2026-07-10,26.7,2.0,USER-16,3.2,2,7
TASK-17844,Clean up and reorganize the payment gateway,Documentation,Low,Completed,2026-04-22,2026-05-21,1.5,1.0,USER-12,14.6,4,29
TASK-14921,Patch the memory leak in the analytics pipeline background worker,Bug Fix,High,Blocked,2026-06-11,2026-06-16,2.8,1.0,USER-23,4.7,3,5
TASK-12251,Add integration tests for the mobile app endpoints,Testing,Critical,Blocked,2026-04-12,2026-04-16,9.7,13.0,USER-12,14.6,4,4
TASK-10893,URGENT: Patch the memory leak in the authentication service background worker,Bug Fix,Critical,Completed,2026-05-25,2026-05-27,3.3,1.0,USER-18,8.1,15,2
TASK-17857,Add bulk export to CSV from the notification service,Feature,Low,Open,2026-02-10,2026-04-07,13.9,5.0,USER-02,14.3,19,56
TASK-14335,Create end-to-end test scenarios for the authentication service,Testing,Low,Completed,2026-06-22,2026-07-05,3.3,5.0,USER-10,10.8,7,13
TASK-10324,Update configuration for the analytics pipeline,Deployment,Medium,Completed,2026-04-29,2026-05-17,2.7,13.0,USER-11,0.8,18,18
TASK-11215,Migrate the profile settings to the new cloud infrastructure,Deployment,Critical,Completed,2026-06-13,2026-06-14,4.2,1.0,USER-09,9.2,9,1
TASK-16940,Migrate the checkout flow to the new cloud infrastructure,Deployment,Critical,Completed,2026-02-18,2026-02-20,4.8,1.0,USER-11,0.8,18,2
TASK-15893,Verify the database layer works after the latest update,Bug Fix,High,Open,2026-03-15,2026-03-21,9.9,8.0,USER-01,5.9,15,6
TASK-14603,ASAP - Migrate the file upload service to the new cloud infrastructure,Deployment,High,In Progress,2026-05-15,2026-05-29,15.0,3.0,USER-09,9.2,9,14
TASK-17378,Review and improve test coverage of the database layer,Testing,Medium,Open,2026-05-01,2026-05-11,3.5,1.0,USER-06,2.8,5,10
TASK-16309,Improve performance of the billing system,Research,Medium,Completed,2026-02-19,2026-03-22,9.2,2.0,USER-04,9.2,20,31
TASK-13821,Perform load testing on the login page before release,Testing,Low,Open,2026-05-25,2026-06-11,11.7,13.0,USER-04,9.2,20,17
TASK-11129,Update configuration for the profile settings,Maintenance,Low,Completed,2026-01-28,2026-02-18,3.6,2.0,USER-07,1.3,19,21
TASK-13064,Roll back the faulty release of the search API and verify stability,Deployment,Medium,In Progress,2026-02-22,2026-03-02,5.4,3.0,USER-04,9.2,20,8
TASK-17465,Roll back the faulty release of the analytics pipeline and verify stability,Deployment,High,Blocked,2026-06-21,2026-06-30,2.9,8.0,USER-24,5.8,14,9
TASK-12862,URGENT: Build a filtering and sorting option for the analytics pipeline,Feature,High,Open,2026-01-11,2026-02-13,25.9,3.0,USER-03,11.1,12,33
TASK-10664,Update configuration for the checkout flow,Deployment,Critical,In Progress,2026-05-21,2026-05-22,3.9,1.0,USER-18,8.1,15,1
TASK-15817,Fix the timeout issue in the billing system when the network is slow,Bug Fix,High,Open,2026-03-20,2026-03-24,5.7,1.0,USER-03,11.1,12,4
TASK-12663,Look into user reports about the login page,Research,Low,In Progress,2026-06-21,2026-07-09,10.3,2.0,USER-13,12.6,14,18
TASK-10208,Add role-based access control to the mobile app,Feature,Low,Open,2026-02-17,2026-03-05,6.8,5.0,USER-05,2.8,3,16
TASK-15040,Create an auto-save draft feature for the notification service,Feature,Medium,Open,2026-06-01,2026-07-01,13.4,3.0,USER-17,4.9,20,30
TASK-10747,URGENT: Improve error handling in the database layer,Testing,High,Completed,2026-03-02,2026-03-06,15.4,13.0,USER-19,6.8,7,4
TASK-16403,Configure CI/CD pipeline for the payment gateway,Deployment,Critical,Open,2026-06-27,2026-07-01,5.7,2.0,USER-14,3.6,18,4
TASK-10798,URGENT: Evaluate third-party libraries for improving the payment gateway,Research,High,Completed,2026-02-20,2026-02-22,4.1,2.0,USER-11,0.8,18,2
TASK-10088,Investigate and fix duplicate records created by the analytics pipeline,Bug Fix,Critical,In Progress,2026-03-16,2026-03-17,6.9,2.0,USER-23,4.7,3,1
TASK-10734,Update configuration for the billing system,Maintenance,Medium,Open,2026-03-20,2026-04-25,6.3,2.0,USER-10,10.8,7,36
TASK-14369,Resolve the 500 error thrown by the email scheduler under heavy load,Bug Fix,Medium,Completed,2026-01-13,2026-01-19,3.1,2.0,USER-08,13.1,7,6
TASK-12266,Fix the crash in the search API when the user submits an empty form,Bug Fix,Medium,In Progress,2026-02-20,2026-02-26,4.0,1.0,USER-05,2.8,3,6
TASK-13135,Review and improve test coverage of the analytics pipeline,Testing,Low,Completed,2026-06-03,2026-06-12,5.3,3.0,USER-11,0.8,18,9
TASK-11174,Improve performance of the user dashboard,Maintenance,Low,Blocked,2026-06-10,2026-06-21,3.7,1.0,USER-11,0.8,18,11
TASK-11978,Build a filtering and sorting option for the payment gateway,Feature,Low,Open,2026-02-16,2026-03-05,8.7,2.0,USER-16,3.2,2,17
TASK-17531,Set up monitoring for the billing system,Deployment,High,Open,2026-05-09,2026-05-13,4.7,13.0,USER-22,2.5,15,4
TASK-11153,Update configuration for the notification service,Deployment,High,Open,2026-05-24,2026-05-29,4.6,1.0,USER-07,1.3,19,5
TASK-10198,Create an auto-save draft feature for the report module,Feature,Medium,In Progress,2026-05-23,2026-06-03,4.0,2.0,USER-13,12.6,14,11
TASK-13487,Investigate and fix duplicate records created by the billing system,Bug Fix,Critical,Open,2026-01-16,2026-01-18,1.0,8.0,USER-18,8.1,15,2
TASK-13534,Add multi-language support to the landing page,Feature,Low,Open,2026-06-22,2026-07-17,9.1,8.0,USER-20,4.7,12,25
TASK-11097,Research caching strategies to speed up the analytics pipeline,Research,High,Open,2026-01-06,2026-01-23,23.8,1.0,USER-03,11.1,12,17
TASK-10548,Fix incorrect totals displayed in the database layer after a refund,Bug Fix,Medium,Open,2026-02-11,2026-02-18,2.7,1.0,USER-03,11.1,12,7
TASK-13929,Resolve the 500 error thrown by the chat widget under heavy load,Bug Fix,Critical,Completed,2026-02-10,2026-02-12,2.3,1.0,USER-04,9.2,20,2
TASK-16466,Build a filtering and sorting option for the chat widget,Feature,Medium,In Progress,2026-03-17,2026-04-24,10.8,2.0,USER-23,4.7,3,38
TASK-14745,Investigate and fix duplicate records created by the login page,Bug Fix,Critical,Completed,2026-04-27,2026-04-28,7.4,5.0,USER-18,8.1,15,1
TASK-12020,Analyze current behavior of the admin panel,Testing,Medium,In Progress,2026-06-06,2026-06-16,5.5,2.0,USER-16,3.2,2,10
TASK-11321,Analyze current behavior of the login page,Testing,Medium,Blocked,2026-02-21,2026-02-25,4.3,1.0,USER-05,2.8,3,4
TASK-15970,Investigate and fix duplicate records created by the inventory module,Bug Fix,Medium,Open,2026-01-26,2026-02-07,3.9,1.0,USER-13,12.6,14,12
TASK-15841,ASAP - Build a filtering and sorting option for the notification service,Feature,High,Completed,2026-05-17,2026-05-23,16.5,3.0,USER-14,3.6,18,6
TASK-14564,Compare hosting options for scaling the analytics pipeline,Research,Low,Completed,2026-05-23,2026-05-30,6.6,2.0,USER-23,4.7,3,7
TASK-14607,Document and fix the issues found in the search API,Documentation,Low,In Progress,2026-02-20,2026-03-08,3.8,8.0,USER-21,9.4,8,16
TASK-16080,Improve performance of the search API,Research,Low,Completed,2026-02-21,2026-04-16,5.7,2.0,USER-02,14.3,19,54
TASK-15303,Patch the memory leak in the landing page background worker,Bug Fix,High,Completed,2026-02-08,2026-02-24,8.3,5.0,USER-24,5.8,14,16
TASK-14160,Resolve the 500 error thrown by the mobile app under heavy load,Bug Fix,Critical,Open,2026-05-11,2026-05-13,5.5,1.0,USER-24,5.8,14,2
TASK-11483,Add bulk export to CSV from the email scheduler,Feature,Low,In Progress,2026-01-23,2026-02-09,6.1,2.0,USER-21,9.4,8,17
TASK-15460,Update the API reference after the recent changes to the search API,Feature,Low,Open,2026-06-25,2026-07-10,2.7,1.0,USER-16,5.9,2,15
TASK-15681,Prepare the admin panel for the next release,Feature,Low,Completed,2026-02-01,2026-02-16,5.4,1.0,USER-03,11.1,12,15
TASK-17397,Verify the email scheduler works after the latest update,Deployment,Medium,Open,2026-03-20,2026-03-31,5.3,1.0,USER-16,3.2,2,11
TASK-16960,Roll back the faulty release of the billing system and verify stability,Deployment,Critical,Completed,2026-03-28,2026-03-29,7.7,13.0,USER-11,0.8,18,1
TASK-15756,Archive old logs generated by the login page,Documentation,Medium,Completed,2026-01-20,2026-02-05,4.3,13.0,USER-24,5.8,14,16
TASK-14937,Perform load testing on the database layer before release,Testing,Medium,In Progress,2026-04-26,2026-05-09,2.1,13.0,USER-21,9.4,8,13
TASK-10937,Implement two-factor authentication in the admin panel,Feature,Medium,Completed,2026-06-03,2026-06-25,17.2,3.0,USER-07,1.3,19,22
TASK-14677,Patch the memory leak in the email scheduler background worker,Bug Fix,Critical,Completed,2026-04-11,2026-04-13,4.1,1.0,USER-22,2.5,15,2
TASK-17482,Roll back the faulty release of the authentication service and verify stability,Deployment,Critical,Completed,2026-03-01,2026-03-05,7.1,13.0,USER-08,13.1,7,4
TASK-12670,Update the API reference after the recent changes to the file upload service,Documentation,Low,Completed,2026-04-06,2026-04-24,3.1,3.0,USER-11,0.8,18,18
TASK-11952,Correct the wrong currency formatting shown on the email scheduler,Bug Fix,Critical,Blocked,2026-01-24,2026-01-29,8.7,2.0,USER-08,13.1,7,5
TASK-14055,Clean up and reorganize the landing page,Maintenance,Low,Completed,2026-03-25,2026-04-14,6.0,2.0,USER-13,12.6,14,20
TASK-15113,Fix broken layout of the admin panel on small screens,Bug Fix,High,In Progress,2026-04-28,2026-05-05,2.3,1.0,USER-01,5.9,15,7
TASK-15292,Implement dark mode support for the order tracking page,Feature,Low,Completed,2026-04-27,2026-05-12,6.2,2.0,USER-18,8.1,15,15
TASK-12354,Analyze current behavior of the email scheduler,Testing,Medium,In Progress,2026-06-13,2026-06-28,3.2,1.0,USER-08,13.1,7,15
TASK-17825,ASAP - Create end-to-end test scenarios for the mobile app,Testing,High,Open,2026-01-25,2026-01-27,5.3,13.0,USER-20,4.7,12,2
TASK-14220,Resolve the 500 error thrown by the chat widget under heavy load,Bug Fix,High,Open,2026-03-13,2026-03-15,4.3,1.0,USER-01,5.9,15,2
TASK-14591,Fix the timeout issue in the database layer when the network is slow,Bug Fix,Critical,Completed,2026-06-08,2026-06-10,4.2,2.0,USER-20,4.7,12,2
TASK-13070,Roll back the faulty release of the inventory module and verify stability,Deployment,Medium,Open,2026-06-25,2026-07-13,3.3,1.0,USER-05,2.8,3,18
TASK-16239,Update dependencies and re-test the admin panel,Maintenance,Low,Open,2026-02-10,2026-03-21,6.7,2.0,USER-17,4.9,20,39
TASK-16885,Verify the admin panel works after the latest update,Deployment,Critical,Open,2026-02-23,2026-02-25,3.2,1.0,USER-20,4.7,12,2
TASK-10620,Fix the timeout issue in the profile settings when the network is slow,Bug Fix,Medium,In Progress,2026-05-06,2026-05-13,2.8,3.0,USER-08,13.1,7,7
TASK-13555,Create end-to-end test scenarios for the landing page,Testing,Medium,Open,2026-07-02,2026-07-06,6.5,2.0,USER-14,3.6,18,4
TASK-17632,Correct the wrong currency formatting shown on the email scheduler,Bug Fix,Critical,Open,2026-01-15,2026-01-16,3.9,1.0,USER-19,6.8,7,1
TASK-14174,Add multi-language support to the user dashboard,Feature,Low,Open,2026-02-08,2026-02-25,8.2,13.0,USER-16,3.2,2,17
TASK-12531,Correct the wrong currency formatting shown on the chat widget,Bug Fix,Critical,In Progress,2026-06-17,2026-06-21,9.6,3.0,USER-15,3.1,9,4
TASK-10478,Clean up dead code and unused assets in the file upload service,Maintenance,Low,Open,2026-02-13,2026-02-19,5.0,2.0,USER-16,3.2,2,6
TASK-11352,Evaluate third-party libraries for improving the landing page,Research,Low,Open,2026-02-13,2026-04-14,4.4,1.0,USER-25,7.1,17,60
TASK-12306,Correct the wrong currency formatting shown on the checkout flow,Bug Fix,Critical,Open,2026-04-14,2026-04-15,1.3,2.0,USER-14,3.6,18,1
TASK-16695,Optimize slow database queries behind the order tracking page,Maintenance,Low,Completed,2026-05-19,2026-05-29,1.5,13.0,USER-19,6.8,7,10
TASK-15825,Update configuration for the database layer,Deployment,Medium,Open,2026-03-21,2026-04-02,12.1,1.0,USER-19,6.8,7,12
TASK-17454,Review and improve test coverage of the billing system,Testing,Medium,In Progress,2026-05-16,2026-05-25,6.7,2.0,USER-04,9.2,20,9
TASK-15278,Fix the crash in the login page when the user submits an empty form,Bug Fix,Medium,In Progress,2026-01-10,2026-01-13,4.0,3.0,USER-23,4.7,3,3
TASK-13263,Evaluate third-party libraries for improving the mobile app,Maintenance,Critical,Completed,2026-02-04,2026-02-06,4.9,2.0,USER-21,9.4,8,2
TASK-11033,Add role-based access control to the payment gateway,Feature,Low,Blocked,2026-05-03,2026-05-15,6.5,2.0,USER-01,5.9,15,12
TASK-12404,Update configuration for the inventory module,Maintenance,Low,Completed,2026-06-08,2026-07-06,5.6,13.0,USER-19,6.8,7,28
TASK-10286,Perform load testing on the authentication service before release,Testing,Low,Blocked,2026-01-16,2026-01-25,4.0,2.0,USER-16,3.2,2,9
TASK-10550,Implement dark mode support for the file upload service,Feature,Medium,Completed,2026-04-15,2026-05-30,7.5,2.0,USER-08,13.1,7,45
TASK-16537,Add code comments and docstrings to the admin panel module,Documentation,Low,Open,2026-04-01,2026-04-23,3.2,1.0,USER-05,2.8,3,22
TASK-17067,[HIGH IMPACT] Add integration tests for the checkout flow endpoints,Feature,High,In Progress,2026-06-06,2026-06-19,23.6,3.0,USER-16,3.2,2,13
TASK-13341,ASAP - Add role-based access control to the inventory module,Feature,High,Completed,2026-05-08,2026-05-11,12.3,3.0,USER-03,11.1,12,3
TASK-15590,Implement two-factor authentication in the mobile app,Feature,Medium,Completed,2026-06-20,2026-07-15,13.0,3.0,USER-14,3.6,18,25
TASK-17741,Verify the landing page works after the latest update,Bug Fix,High,Open,2026-06-28,2026-07-03,2.7,1.0,USER-22,2.5,15,5
TASK-14868,Archive old logs generated by the report module,Maintenance,Medium,In Progress,2026-06-03,2026-06-07,9.1,5.0,USER-18,8.1,15,4
TASK-11425,Add code comments and docstrings to the user dashboard module,Documentation,Low,In Progress,2026-01-05,2026-01-17,3.0,1.0,USER-06,2.8,5,12
TASK-11595,Implement pagination and lazy loading for the inventory module,Feature,Low,Open,2026-04-02,2026-04-27,9.7,5.0,USER-25,7.1,17,25
TASK-17211,[HIGH IMPACT] Clean up dead code and unused assets in the analytics pipeline,Maintenance,Critical,Completed,2026-04-21,2026-04-22,13.2,3.0,USER-20,4.7,12,1
TASK-12107,[HIGH IMPACT] Prepare a troubleshooting FAQ for the file upload service,Documentation,Critical,Open,2026-02-14,2026-02-15,2.8,1.0,USER-15,3.1,9,1
TASK-16055,Create an auto-save draft feature for the analytics pipeline,Feature,Low,Open,2026-06-29,2026-07-25,3.7,1.0,USER-05,2.8,3,26
TASK-15819,URGENT: Fix the crash in the inventory module when the user submits an empty form,Bug Fix,High,Completed,2026-02-21,2026-02-25,1.3,8.0,USER-16,3.2,2,4
TASK-12249,Update dependencies and re-test the user dashboard,Maintenance,Medium,In Progress,2026-05-05,2026-05-28,8.8,3.0,USER-17,4.9,20,23
TASK-14860,Roll back the faulty release of the analytics pipeline and verify stability,Deployment,High,Open,2026-04-14,2026-04-18,5.6,2.0,USER-19,6.8,7,4
TASK-13982,Migrate the profile settings to the new cloud infrastructure,Deployment,Medium,Open,2026-05-27,2026-06-02,3.1,1.0,USER-05,2.8,3,6
TASK-17075,Verify the mobile app works after the latest update,Deployment,Medium,Completed,2026-04-15,2026-04-24,4.7,1.0,USER-07,1.3,19,9
TASK-16577,Clean up and reorganize the analytics pipeline,Maintenance,Low,Completed,2026-05-08,2026-05-31,6.4,2.0,USER-15,3.1,9,23
TASK-15108,Review recent changes made to the billing system,Testing,Medium,Open,2026-04-19,2026-04-29,4.6,2.0,USER-05,2.8,3,10
TASK-13038,Upgrade outdated dependencies used by the order tracking page,Maintenance,Low,Blocked,2026-02-03,2026-02-10,5.1,13.0,USER-22,2.5,15,7
TASK-13182,Add code comments and docstrings to the database layer module,Documentation,Medium,Open,2026-05-12,2026-05-25,1.5,1.0,USER-22,2.5,15,13
TASK-15400,Update dependencies and re-test the admin panel,Maintenance,Low,Open,2026-03-22,2026-04-12,4.2,2.0,USER-12,14.6,4,21
TASK-11616,Perform load testing on the chat widget before release,Testing,Medium,Open,2026-01-18,2026-01-29,6.0,8.0,USER-01,5.9,15,11
TASK-11886,Implement pagination and lazy loading for the admin panel,Feature,High,Completed,2026-05-24,2026-06-08,19.7,5.0,USER-06,2.8,5,15
TASK-17139,Fix the crash in the admin panel when the user submits an empty form,Bug Fix,Medium,Completed,2026-04-01,2026-04-18,6.3,2.0,USER-02,14.3,19,17
TASK-17622,Add multi-language support to the order tracking page,Feature,Medium,Completed,2026-05-11,2026-06-03,6.0,1.0,USER-08,13.1,7,23
TASK-10701,Create onboarding notes explaining how the chat widget works,Documentation,Medium,Open,2026-04-24,2026-04-27,4.7,1.0,USER-02,14.3,19,3
TASK-17008,Set up automated regression tests for the database layer,Testing,High,Completed,2026-03-19,2026-03-21,6.5,2.0,USER-24,5.8,14,2
TASK-16715,Investigate and fix duplicate records created by the billing system,Bug Fix,Critical,Open,2026-07-02,2026-07-03,2.0,1.0,USER-22,2.5,15,1
TASK-16729,Investigate and fix duplicate records created by the report module,Bug Fix,Low,Open,2026-04-24,2026-04-30,7.0,2.0,USER-05,2.8,3,6
TASK-14309,Verify the email scheduler works after the latest update,Testing,Medium,Completed,2026-06-23,2026-07-06,3.6,13.0,USER-18,8.1,15,13
TASK-15520,Patch the memory leak in the file upload service background worker,Bug Fix,Medium,Completed,2026-07-01,2026-07-13,8.0,5.0,USER-10,10.8,7,12
TASK-17290,Improve performance of the landing page,Maintenance,Low,In Progress,2026-04-17,2026-04-27,2.1,3.0,USER-01,5.9,15,10
TASK-11883,Build a filtering and sorting option for the analytics pipeline,Feature,Low,Completed,2026-04-30,2026-06-25,5.8,1.0,USER-07,1.3,19,56
TASK-12820,Implement dark mode support for the payment gateway,Feature,High,In Progress,2026-04-30,2026-05-06,13.8,3.0,USER-15,3.1,9,6
TASK-15601,Optimize slow database queries behind the email scheduler,Deployment,Critical,Open,2026-01-31,2026-02-01,5.0,1.0,USER-07,1.3,19,1
